LocalID;Matrix;MITREID;Name;Tactics;Platforms;Technologies;Additions;PR;AV;AC;UI;CVSS
209;Enterprise;T1048.003;Exfiltration Over Unencrypted Non-C2 Protocol;['exfiltration'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,44;0,85;1,4372259
210;Enterprise;T1048.002;Exfiltration Over Asymmetric Encrypted Non-C2 Protocol;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
211;Enterprise;T1048.001;Exfiltration Over Symmetric Encrypted Non-C2 Protocol;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
212;Enterprise;T1001.003;Protocol Impersonation;['command-and-control'];['Linux', 'Windows', 'macOS'];;;0,85;0,85;0,77;0,85;3,887042775
213;Enterprise;T1001.002;Steganography;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
214;Enterprise;T1001.001;Junk Data;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
215;Enterprise;T1132.002;Non-Standard Encoding;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,77;0,85;2,83525473
216;Enterprise;T1132.001;Standard Encoding;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
217;Enterprise;T1090.004;Domain Fronting;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,44;0,85;2,2211673
218;Enterprise;T1090.003;Multi-hop Proxy;['command-and-control'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,85;0,44;0,85;2,2211673
219;Enterprise;T1090.002;External Proxy;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,44;0,85;2,2211673
220;Enterprise;T1090.001;Internal Proxy;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,44;0,85;2,2211673
221;Enterprise;T1102.003;One-Way Communication;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,44;0,85;1,62014556
222;Enterprise;T1102.002;Bidirectional Communication;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,44;0,85;1,62014556
223;Enterprise;T1102.001;Dead Drop Resolver;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,44;0,85;1,62014556
224;Enterprise;T1571;Non-Standard Port;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,44;0,85;2,2211673
225;Enterprise;T1074.002;Remote Data Staging;['collection'];['Windows', 'IaaS', 'Linux', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
226;Enterprise;T1074.001;Local Data Staging;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
227;Enterprise;T1078.004;Cloud Accounts;['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'];['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace'];;;0,62;0,55;0,77;0,85;1,83457659
228;Enterprise;T1564.004;NTFS File Attributes;['defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
229;Enterprise;T1564.003;Hidden Window;['defense-evasion'];['macOS', 'Windows', 'Linux'];;;0,62;0,55;0,77;0,85;1,83457659
230;Enterprise;T1078.003;Local Accounts;['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'];['Linux', 'macOS', 'Windows', 'Containers'];;;0,62;0,55;0,77;0,85;1,83457659
231;Enterprise;T1078.002;Domain Accounts;['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,77;0,85;1,83457659
232;Enterprise;T1078.001;Default Accounts;['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers'];;;0,62;0,55;0,77;0,85;1,83457659
233;Enterprise;T1564.002;Hidden Users;['defense-evasion'];['macOS', 'Windows', 'Linux'];;;0,85;0,55;0,77;0,85;2,515145325
234;Enterprise;T1574.006;Dynamic Linker Hijacking;['persistence', 'privilege-escalation', 'defense-evasion'];['Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
235;Enterprise;T1574.002;DLL Side-Loading;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
236;Enterprise;T1574.001;DLL Search Order Hijacking;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
237;Enterprise;T1574.008;Path Interception by Search Order Hijacking;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
238;Enterprise;T1574.007;Path Interception by PATH Environment Variable;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
239;Enterprise;T1574.009;Path Interception by Unquoted Path;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
240;Enterprise;T1574.011;Services Registry Permissions Weakness;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
241;Enterprise;T1574.005;Executable Installer File Permissions Weakness;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
242;Enterprise;T1574.010;Services File Permissions Weakness;['persistence', 'privilege-escalation', 'defense-evasion'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
243;Enterprise;T1574;Hijack Execution Flow;['persistence', 'privilege-escalation', 'defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
244;Enterprise;T1069.001;Local Groups;['discovery'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
245;Enterprise;T1570;Lateral Tool Transfer;['lateral-movement'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
246;Enterprise;T1568.003;DNS Calculation;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,44;0,85;2,2211673
247;Enterprise;T1204.002;Malicious File;['execution'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,62;1,83457659
248;Enterprise;T1204.001;Malicious Link;['execution'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,77;0,62;1,338161748
249;Enterprise;T1195.003;Compromise Hardware Supply Chain;['initial-access'];['Linux', 'macOS', 'Windows'];;;0,85;0,2;0,77;0,85;0,9145983
250;Enterprise;T1195.002;Compromise Software Supply Chain;['initial-access'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
251;Enterprise;T1195.001;Compromise Software Dependencies and Development Tools;['initial-access'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
252;Enterprise;T1568.001;Fast Flux DNS;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,44;0,85;2,2211673
253;Enterprise;T1052.001;Exfiltration over USB;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,2;0,77;0,85;0,9145983
254;Enterprise;T1569.002;Service Execution;['execution'];['Windows'];;;0,27;0,85;0,77;0,85;1,234707705
255;Enterprise;T1569.001;Launchctl;['execution'];['macOS'];;;0,62;0,55;0,77;0,85;1,83457659
256;Enterprise;T1569;System Services;['execution'];['Windows', 'macOS', 'Linux'];;;0,62;0,85;0,77;0,85;2,83525473
257;Enterprise;T1568.002;Domain Generation Algorithms;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,44;0,85;1,62014556
258;Enterprise;T1568;Dynamic Resolution;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,44;0,85;1,62014556
259;Enterprise;T1011.001;Exfiltration Over Bluetooth;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
260;Enterprise;T1567.002;Exfiltration to Cloud Storage;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
261;Enterprise;T1567.001;Exfiltration to Code Repository;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
262;Enterprise;T1059.006;Python;['execution'];['Linux', 'Windows', 'macOS'];;;0,27;0,55;0,77;0,85;0,798928515
263;Enterprise;T1059.005;Visual Basic;['execution'];['Windows', 'macOS', 'Linux'];;;0,85;0,55;0,77;0,85;2,515145325
264;Enterprise;T1059.004;Unix Shell;['execution'];['macOS', 'Linux'];;;0,62;0,85;0,77;0,85;2,83525473
265;Enterprise;T1059.003;Windows Command Shell;['execution'];['Windows'];;;0,62;0,85;0,77;0,85;2,83525473
266;Enterprise;T1059.002;AppleScript;['execution'];['macOS'];;;0,85;0,55;0,77;0,85;2,515145325
267;Enterprise;T1059.001;PowerShell;['execution'];['Windows'];;;0,85;0,85;0,77;0,85;3,887042775
268;Enterprise;T1567;Exfiltration Over Web Service;['exfiltration'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
269;Enterprise;T1497.003;Time Based Evasion;['defense-evasion', 'discovery'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
270;Enterprise;T1497.002;User Activity Based Checks;['defense-evasion', 'discovery'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
271;Enterprise;T1497.001;System Checks;['defense-evasion', 'discovery'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
272;Enterprise;T1498.002;Reflection Amplification;['impact'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,85;0,85;0,77;0,85;3,887042775
273;Enterprise;T1498.001;Direct Network Flood;['impact'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,85;0,85;0,77;0,85;3,887042775
274;Enterprise;T1566.003;Spearphishing via Service;['initial-access'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,62;2,83525473
275;Enterprise;T1566.002;Spearphishing Link;['initial-access'];['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace'];;;0,85;0,85;0,77;0,62;2,83525473
276;Enterprise;T1566.001;Spearphishing Attachment;['initial-access'];['macOS', 'Windows', 'Linux'];;;0,85;0,55;0,77;0,62;1,83457659
277;Enterprise;T1566;Phishing;['initial-access'];['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace'];;;0,85;0,55;0,77;0,62;1,83457659
278;Enterprise;T1565.003;Runtime Data Manipulation;['impact'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,44;0,85;1,04832948
279;Enterprise;T1565.002;Transmitted Data Manipulation;['impact'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
280;Enterprise;T1565.001;Stored Data Manipulation;['impact'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
281;Enterprise;T1565;Data Manipulation;['impact'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
282;Enterprise;T1564.001;Hidden Files and Directories;['defense-evasion'];['Windows', 'macOS', 'Linux'];;;0,62;0,55;0,77;0,85;1,83457659
283;Enterprise;T1564;Hide Artifacts;['defense-evasion'];['Linux', 'macOS', 'Windows', 'Office 365'];;;0,85;0,55;0,44;0,85;1,4372259
284;Enterprise;T1563.002;RDP Hijacking;['lateral-movement'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
285;Enterprise;T1563.001;SSH Hijacking;['lateral-movement'];['Linux', 'macOS'];;;0,27;0,55;0,77;0,85;0,798928515
286;Enterprise;T1563;Remote Service Session Hijacking;['lateral-movement'];['Linux', 'macOS', 'Windows'];;;0,27;0,55;0,44;0,85;0,45653058
287;Enterprise;T1518.001;Security Software Discovery;['discovery'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,85;0,55;0,77;0,85;2,515145325
288;Enterprise;T1069.003;Cloud Groups;['discovery'];['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace'];;;0,85;0,55;0,77;0,85;2,515145325
289;Enterprise;T1069.002;Domain Groups;['discovery'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
290;Enterprise;T1087.004;Cloud Account;['discovery'];['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace'];;;0,62;0,55;0,77;0,85;1,83457659
291;Enterprise;T1087.003;Email Account;['discovery'];['Windows', 'Office 365', 'Google Workspace'];;;0,62;0,55;0,77;0,85;1,83457659
292;Enterprise;T1087.002;Domain Account;['discovery'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
293;Enterprise;T1087.001;Local Account;['discovery'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
294;Enterprise;T1553.004;Install Root Certificate;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,77;0,85;1,83457659
295;Enterprise;T1562.004;Disable or Modify System Firewall;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
296;Enterprise;T1562.003;Impair Command History Logging;['defense-evasion'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
297;Enterprise;T1562.002;Disable Windows Event Logging;['defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
298;Enterprise;T1562.001;Disable or Modify Tools;['defense-evasion'];['Windows', 'macOS', 'Linux', 'Containers', 'IaaS'];;;0,85;0,55;0,77;0,85;2,515145325
299;Enterprise;T1562;Impair Defenses;['defense-evasion'];['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
300;Enterprise;T1003.004;LSA Secrets;['credential-access'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
301;Enterprise;T1003.005;Cached Domain Credentials;['credential-access'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
302;Enterprise;T1561.002;Disk Structure Wipe;['impact'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
303;Enterprise;T1561.001;Disk Content Wipe;['impact'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
304;Enterprise;T1561;Disk Wipe;['impact'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
305;Enterprise;T1560.003;Archive via Custom Method;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
306;Enterprise;T1560.002;Archive via Library;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
307;Enterprise;T1560.001;Archive via Utility;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
308;Enterprise;T1560;Archive Collected Data;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
309;Enterprise;T1499.004;Application or System Exploitation;['impact'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,85;0,85;0,77;0,85;3,887042775
310;Enterprise;T1499.003;Application Exhaustion Flood;['impact'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,85;0,85;0,77;0,85;3,887042775
311;Enterprise;T1499.002;Service Exhaustion Flood;['impact'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,85;0,85;0,77;0,85;3,887042775
312;Enterprise;T1499.001;OS Exhaustion Flood;['impact'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
313;Enterprise;T1491.002;External Defacement;['impact'];['Windows', 'IaaS', 'Linux', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
314;Enterprise;T1491.001;Internal Defacement;['impact'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
315;Enterprise;T1114.003;Email Forwarding Rule;['collection'];['Office 365', 'Windows', 'Google Workspace', 'macOS', 'Linux'];;;0,85;0,55;0,44;0,85;1,4372259
316;Enterprise;T1114.002;Remote Email Collection;['collection'];['Office 365', 'Windows', 'Google Workspace'];;;0,85;0,55;0,44;0,85;1,4372259
317;Enterprise;T1114.001;Local Email Collection;['collection'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
318;Enterprise;T1134.005;SID-History Injection;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
319;Enterprise;T1134.004;Parent PID Spoofing;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
320;Enterprise;T1134.003;Make and Impersonate Token;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
321;Enterprise;T1134.002;Create Process with Token;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
322;Enterprise;T1134.001;Token Impersonation/Theft;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
323;Enterprise;T1213.002;Sharepoint;['collection'];['Windows', 'Office 365'];;;0,62;0,55;0,44;0,85;1,04832948
324;Enterprise;T1213.001;Confluence;['collection'];['SaaS'];;;0,62;0,55;0,77;0,62;1,338161748
325;Enterprise;T1555.003;Credentials from Web Browsers;['credential-access'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,77;0,85;1,83457659
326;Enterprise;T1555.002;Securityd Memory;['credential-access'];['Linux', 'macOS'];;;0,27;0,55;0,77;0,85;0,798928515
327;Enterprise;T1555.001;Keychain;['credential-access'];['macOS'];;;0,85;0,55;0,77;0,85;2,515145325
328;Enterprise;T1559.002;Dynamic Data Exchange;['execution'];['Windows'];;;0,62;0,85;0,44;0,85;1,62014556
329;Enterprise;T1559.001;Component Object Model;['execution'];['Windows'];;;0,85;0,85;0,44;0,85;2,2211673
330;Enterprise;T1559;Inter-Process Communication;['execution'];['Windows', 'macOS', 'Linux'];;;0,62;0,85;0,44;0,85;1,62014556
331;Enterprise;T1558.002;Silver Ticket;['credential-access'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
332;Enterprise;T1558.001;Golden Ticket;['credential-access'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
333;Enterprise;T1558;Steal or Forge Kerberos Tickets;['credential-access'];['Windows', 'Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
334;Enterprise;T1557.001;LLMNR/NBT-NS Poisoning and SMB Relay;['credential-access', 'collection'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
335;Enterprise;T1557;Adversary-in-the-Middle;['credential-access', 'collection'];['Windows', 'macOS', 'Linux', 'Network'];;;0,85;0,55;0,44;0,62;1,04832948
336;Enterprise;T1556.002;Password Filter DLL;['credential-access', 'defense-evasion', 'persistence'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
337;Enterprise;T1556.001;Domain Controller Authentication;['credential-access', 'defense-evasion', 'persistence'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
338;Enterprise;T1556;Modify Authentication Process;['credential-access', 'defense-evasion', 'persistence'];['Windows', 'Linux', 'macOS', 'Network', 'Azure AD', 'Google Workspace', 'IaaS', 'Office 365', 'SaaS'];;;0,85;0,55;0,44;0,85;1,4372259
339;Enterprise;T1056.004;Credential API Hooking;['collection', 'credential-access'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
340;Enterprise;T1056.003;Web Portal Capture;['collection', 'credential-access'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
341;Enterprise;T1056.002;GUI Input Capture;['collection', 'credential-access'];['macOS', 'Windows', 'Linux'];;;0,62;0,55;0,77;0,62;1,338161748
342;Enterprise;T1056.001;Keylogging;['collection', 'credential-access'];['Windows', 'macOS', 'Linux', 'Network'];;;0,62;0,55;0,77;0,85;1,83457659
343;Enterprise;T1555;Credentials from Password Stores;['credential-access'];['Linux', 'macOS', 'Windows'];;;0,27;0,55;0,77;0,85;0,798928515
344;Enterprise;T1552.005;Cloud Instance Metadata API;['credential-access'];['IaaS'];;;0,85;0,55;0,77;0,85;2,515145325
345;Enterprise;T1003.008;/etc/passwd and /etc/shadow;['credential-access'];['Linux'];;;0,27;0,55;0,77;0,85;0,798928515
346;Enterprise;T1003.007;Proc Filesystem;['credential-access'];['Linux'];;;0,85;0,55;0,77;0,85;2,515145325
347;Enterprise;T1003.006;DCSync;['credential-access'];['Windows'];;;0,27;0,85;0,77;0,85;1,234707705
348;Enterprise;T1558.003;Kerberoasting;['credential-access'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
349;Enterprise;T1552.006;Group Policy Preferences;['credential-access'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
350;Enterprise;T1003.003;NTDS;['credential-access'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
351;Enterprise;T1003.002;Security Account Manager;['credential-access'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
352;Enterprise;T1003.001;LSASS Memory;['credential-access'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
353;Enterprise;T1110.004;Credential Stuffing;['credential-access'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers'];;;0,85;0,55;0,77;0,85;2,515145325
354;Enterprise;T1110.003;Password Spraying;['credential-access'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers'];;;0,85;0,55;0,77;0,85;2,515145325
355;Enterprise;T1110.002;Password Cracking;['credential-access'];['Linux', 'macOS', 'Windows', 'Office 365', 'Azure AD', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
356;Enterprise;T1110.001;Password Guessing;['credential-access'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
357;Enterprise;T1021.006;Windows Remote Management;['lateral-movement'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
358;Enterprise;T1021.005;VNC;['lateral-movement'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
359;Enterprise;T1021.004;SSH;['lateral-movement'];['Linux', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
360;Enterprise;T1021.003;Distributed Component Object Model;['lateral-movement'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
361;Enterprise;T1021.002;SMB/Windows Admin Shares;['lateral-movement'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
362;Enterprise;T1021.001;Remote Desktop Protocol;['lateral-movement'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
363;Enterprise;T1554;Compromise Client Software Binary;['persistence'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
364;Enterprise;T1036.006;Space after Filename;['defense-evasion'];['Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
365;Enterprise;T1036.005;Match Legitimate Name or Location;['defense-evasion'];['Linux', 'macOS', 'Windows', 'Containers'];;;0,85;0,55;0,77;0,85;2,515145325
366;Enterprise;T1036.004;Masquerade Task or Service;['defense-evasion'];['Windows', 'Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
367;Enterprise;T1036.003;Rename System Utilities;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
368;Enterprise;T1036.002;Right-to-Left Override;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
369;Enterprise;T1036.001;Invalid Code Signature;['defense-evasion'];['macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
370;Enterprise;T1553.003;SIP and Trust Provider Hijacking;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
371;Enterprise;T1553.002;Code Signing;['defense-evasion'];['macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
372;Enterprise;T1553.001;Gatekeeper Bypass;['defense-evasion'];['macOS'];;;0,85;0,55;0,77;0,85;2,515145325
373;Enterprise;T1553;Subvert Trust Controls;['defense-evasion'];['Windows', 'macOS', 'Linux'];;;0,85;0,55;0,44;0,85;1,4372259
374;Enterprise;T1027.003;Steganography;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
375;Enterprise;T1027.002;Software Packing;['defense-evasion'];['macOS', 'Windows', 'Linux'];;;0,85;0,55;0,77;0,85;2,515145325
376;Enterprise;T1027.001;Binary Padding;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
377;Enterprise;T1222.002;Linux and Mac File and Directory Permissions Modification;['defense-evasion'];['macOS', 'Linux'];;;0,62;0,55;0,77;0,85;1,83457659
378;Enterprise;T1222.001;Windows File and Directory Permissions Modification;['defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
379;Enterprise;T1552.004;Private Keys;['credential-access'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
380;Enterprise;T1552.003;Bash History;['credential-access'];['Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
381;Enterprise;T1552.002;Credentials in Registry;['credential-access'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
382;Enterprise;T1552.001;Credentials In Files;['credential-access'];['Windows', 'IaaS', 'Linux', 'macOS', 'Containers'];;;0,62;0,55;0,77;0,85;1,83457659
383;Enterprise;T1552;Unsecured Credentials;['credential-access'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network'];;;0,85;0,55;0,77;0,62;1,83457659
384;Enterprise;T1216.001;PubPrn;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
385;Enterprise;T1070.006;Timestomp;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,77;0,85;1,83457659
386;Enterprise;T1070.005;Network Share Connection Removal;['defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
387;Enterprise;T1070.004;File Deletion;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
388;Enterprise;T1070.003;Clear Command History;['defense-evasion'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
389;Enterprise;T1550.004;Web Session Cookie;['defense-evasion', 'lateral-movement'];['Office 365', 'SaaS', 'Google Workspace', 'IaaS'];;;0,85;0,55;0,77;0,85;2,515145325
390;Enterprise;T1550.001;Application Access Token;['defense-evasion', 'lateral-movement'];['Office 365', 'SaaS', 'Google Workspace', 'Containers', 'IaaS', 'Azure AD'];;;0,85;0,85;0,77;0,85;3,887042775
391;Enterprise;T1550.003;Pass the Ticket;['defense-evasion', 'lateral-movement'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
392;Enterprise;T1550.002;Pass the Hash;['defense-evasion', 'lateral-movement'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
